# Generated from tesseract-ocr/tessdata_fast commit 87416418657359cb625c412a48b6e1d6d41c29bd.
# filename<TAB>git-blob-sha1<TAB>size
kor.traineddata	60986d44497689f3abace0b148199476d93292e1	1677415
kor_vert.traineddata	ea0a4963591f153a21c8f237de2a1c644b57f2b9	1113715
lao.traineddata	10bd41ae9352889f85a489eb3183eb0cbebc2516	6386744
lat.traineddata	30dab6a24339f262d1eb21a3ee272d16c46aeba3	3187463
lav.traineddata	71d925c8b6c73980157fd0128412b46e6e8396b5	2717247
lit.traineddata	af9e2b3cd6a65650206b7d89f1b93b51683b9692	3154896
ltz.traineddata	c1ac5b922bbcad34b2654ba471c0a752c0397404	2606426
mal.traineddata	70e96f02cbc2f26630225112cd323a7f0b6ccdf3	5275996
mar.traineddata	79138fadcdb256ec7b59e3bf9df18bd5fb492bee	2118233
mkd.traineddata	fb0b245fb9ec61696e818887a70d8413b2914905	1600188
mlt.traineddata	4242f9cd016987f16feb06973e988eced9604787	2308796
mon.traineddata	2ef212c519edc66ff2508f48dbe1bb836a4ea274	2137042
mri.traineddata	eab6b1a98e4b6ed510d6443a5e3d14519da3b338	862973
msa.traineddata	f0e2b8bef0a681f09baac99a418529205ee80201	1747801
mya.traineddata	cf28ddca604dc7f46bc34f2f4c6a193a0706c03b	4640561
nep.traineddata	948e365b55f9fe8179dde2ff0134feffb210496e	1002911
nld.traineddata	53ce95a9c2488a9a0228939944a184157373d0ae	6050296
nor.traineddata	9209df2c9904c127437c07e16c287cdefd024e7c	3610079
oci.traineddata	4017d4405b09333f22a3de2a4d30cf009bdb4a9b	6322087
ori.traineddata	ae0f9ed13d5c9ad4a4de57c7266c434b83a9f583	1480066
osd.traineddata	527457ca8f8fe1fda7c2f88bce3c0e4be12be9d0	10562727
pan.traineddata	d4f00533a6c76ce4045aa6ad40b39f47eeaa333f	497721
pol.traineddata	2382f568f0ce0c4c0a7f4380a291255514e5e97f	4765518
por.traineddata	e9f373e95c66b4bf557c263721ef31f78e5bc301	1982756
pus.traineddata	220cdf92efdc76a227439c0b8734196af9743b98	1772087
que.traineddata	d80c1f308973b3129183843759f23fdcb1c5c2be	5026336
ron.traineddata	04cd2bc7b471431354e9446e973f3472f442e189	2376323
rus.traineddata	b146cb2263acbc6383f8e92ea0ce759537687bb8	3861738
san.traineddata	3df043f3247fd41a21ac47c3b199bc87643e984b	12404677
sin.traineddata	d0c8584e78c44666efcd7fbd47940a8a1121550d	1727413
slk.traineddata	ca99e3e82f69a0e16b48cdfec3c4e706758269f2	4427661
slv.traineddata	835954e891897d3c8b63db48cb5c2712ef2e6b11	3003829
snd.traineddata	1ef6548d22977dc1f236be879dce3a62ac6a47ed	1694035
spa.traineddata	72e901f13ca52cfe34cf239a368b9ed3c0ddaf26	2294433
spa_old.traineddata	42b281f55736b2f714598accfc2a78f409db1f0c	2894755
sqi.traineddata	9624fbf33452a95dd5a0a3a93fe9876108104895	1874705
srp.traineddata	530fb4b1cb27f369bbee7eb0add89bfd73d6f15c	2149931
srp_latn.traineddata	5f81e591adad58a179a2d371aacccaf0801f93a2	3281787
sun.traineddata	894891425c1fe302ce1d8f115a3c00967c6c2832	1369500
swa.traineddata	633d73b35869600452eec58dcd9036cc702c3e48	2167651
swe.traineddata	684e1fa66e4a55b983febf5f9ed04f26ad946e59	4167034
syr.traineddata	462aefc8a1485ae4c38db82f7f50fd105bf30195	2207208
tam.traineddata	fa1793d68f9aba8bf191e8ff1036e2271d288e44	3237963
tat.traineddata	9485ca27d48bb161a47584f8381420462ef6fa27	1072896
tel.traineddata	ee8a33b0f658fc75b8cbfe8c10413eac4f41e6ad	2769654
tgk.traineddata	044766728ce9cb2cc73976175b970a4cea9a870a	2602685
tha.traineddata	ea28de3985668cac00d261c5b91f023ea66e19cd	1072600
tir.traineddata	55e62eb0297e07360db5e9dc5dd86aab8e0a1e9c	378822
ton.traineddata	9eff0fd002798089f5f7d8307be968a36f1ce433	947249
tur.traineddata	1f0b331ef29f50ceb7c44da58e38c7ec42314d0a	4550554
uig.traineddata	36124d6b0ed1c2654a13551203c25b44b4013978	2794272
ukr.traineddata	d02cf90b2911a3da66dac6ae380bcefb18dd7663	3825102
urd.traineddata	715a159d4abea25294c82971be28be215b3d1c4a	1398718
uzb.traineddata	109abc765273b2c9eabd55781f0a619320c80007	6470703
uzb_cyrl.traineddata	c2ff8b9c282a9712b5f24970927377bc18dea7cf	1563501
vie.traineddata	e54a5912fb634c581c4a45ae9f37cbc021ec7140	531275
yid.traineddata	6349588bbabf99f8a812e8231c98c015ea7b60c6	545606
yor.traineddata	3e0cd582f65f17844039173057dfc015bf19f61d	963400
